pid,name,tf_pid,tf_name,fifa_pid,fifa_name
8327,Edin  Džeko,28396,Edin Dzeko,180930,Edin Džeko
41124,Edinaldo  Gomes Pereira,-1,,202054,Edinaldo Gomes Pereira
21174,Edinson Roberto  Cavani Gómez,48280,Edinson Cavani,179813,Edinson Cavani
246059,Edoardo  Goldaniga,242940,Edoardo Goldaniga,223524,Edoardo Goldaniga
70711,Edson André  Sitoe,112022,Maxime Barthelme,196801,Edson Andre Sitoe
448210,Edson Omar  Álvarez Velázquez,401356,Edson Alvarez,235844,Edson Álvarez
499843,Eduardo  Expósito Jaén,506248,Edu Exposito,229862,Eduardo Expósito Jaén
70106,Eduardo  dos Reis Carvalho,34159,Eduardo,163873,Eduardo dos Reis Carvalho
3445,Eduardo Antonio  Salvio,84535,Eduardo Salvio,190972,Eduardo Salvio
240507,Edvinas  Gertmonas,229292,Edvinas Gertmonas,226656,Edvinas Gertmonas
379216,Efkan  Bekiroglu,327402,Efkan Bekiroglu,-1,
79248,Ehsan  Hajsafi,77547,Ehsan Hajsafi,-1,
37896,Eiji  Kawashima,77383,Eiji Kawashima,180739,Eiji Kawashima
92982,Eiður Smári  Guðjohnsen,3176,Eidur Gudjohnsen,-1,
145692,El-Hadji Baye Oumar  Niasse,209781,Oumar Niasse,208339,Oumar Niasse
70168,Elderson Uwa  Echiejile,59938,Elderson,185089,Elderson Echiéjilé
93084,Eldin  Jakupovic,2857,Eldin Jakupovic,52326,Eldin Jakupović
70085,Eliaquim  Mangala,90681,Eliaquim Mangala,190531,Eliaquim Mangala
16122,Elias  Kachunga,49501,Elias Kachunga,201514,Elias Kachunga
239290,Elio  Capradossi,238947,Elio Capradossi,215376,Elio Capradossi
3570,Eliseu  Pereira dos Santos,14192,Eliseu,2492,Eliseu Pereira dos Santos
370093,Elisha  Owusu,395695,Elisha Owusu,238392,Elisha Owusu
246946,Ellyes  Skhiri,290587,Ellyes Skhiri,225126,Ellyes Skhiri
167104,Eloi  Amagat Arimany,73222,Eloi Amagat,188671,Eloi Amagat Arimany
21001,Elseid Gëzim  Hysaj,-1,,210864,Elseid Hysaj
337903,Elvis  Rexhbecaj,280575,Elvis Rexhbecaj,240193,Elvis Rexhbecaj
266312,Emanuel  Cecchini,324946,Emanuel Cecchini,223498,Emanuel Cecchini
560427,Emanuel  Ercolano,567444,Emanuel Ercolano,240661,Emanuel Vignato
485014,Emanuel  Vignato,394346,Emanuel Vignato,240661,Emanuel Vignato
20468,Emanuele  Giaccherini,84835,Emanuele Giaccherini,192841,Emanuele Giaccherini
354470,Emanuele  Torrasi,315870,Emanuele Torrasi,240778,Gabriele Gori
259531,Emerson  Hyndman,223047,Emerson Hyndman,215818,Emerson Hyndman
40787,Emerson  Palmieri dos Santos,181778,Emerson,210736,Emerson Palmieri dos Santos
230687,Emil  Berggreen,234375,Emil Berggreen,223537,Emil Berggreen
51132,Emil  Forsberg,111078,Emil Forsberg,208448,Emil Forsberg
21314,Emil  Hallfreðsson,22673,Emil Hallfreesson,133249,Emil Hallfreðsson
51064,Emil  Krafth,184528,Emil Krafth,207650,Emil Krafth
21279,Emiliano  Moretti,5755,Emiliano Moretti,46736,Emiliano Moretti
25605,Emiliano  Sala,-1,,204819,Emiliano Sala
20802,Emiliano  Viviano,24316,Emiliano Viviano,168354,Emiliano Viviano
70139,Emiliano Adrián  Insúa Zapata,45599,Emiliano Insua,179696,Emiliano Insúa
32973,Emir  Kujović,47199,Emir Kujovic,187915,Emir Kujović
29590,Emmanuel  Bourgaud,57359,Emmanuel Bourgaud,182856,Emmanuel Bourgaud
70171,Emmanuel  Imorou,74709,Emmanuel Imorou,182856,Emmanuel Bourgaud
25809,Emmanuel  Rivière,61637,Emmanuel Riviere,188289,Emmanuel Rivière
448332,Emmanuel Delan Junior  Latte Lath,392964,Emmanuel Latte Lath,237295,Emmanuel Latte Lath
338201,Emmanuel Okyere  Boateng,332612,Emmanuel Boateng,224540,Emmanuel Boateng
18550,Emre  Can,119296,Emre Can,208333,Emre Can
281255,Emre  Mor,283223,Emre Mor,231240,Emre Mor
32652,Emre  Çolak,77707,Emre Colak,199952,Emre Çolak
4086,Eneko  Bóveda Altube,89313,Eneko Boveda,192122,Eneko Bóveda Altube
274435,Enes  Ünal,251106,Enes Unal,223197,Enes Ünal
280383,Enis  Bardhi,245014,Enis Bardhi,-1,
286381,Enock  Kwateng,288241,Enock Kwateng,230074,Enock Kwateng
3408,Enric  Saborit Teixidor,85372,Enric Saborit,201990,Enric Saborit Teixidor
388099,Enrico  Bearzotti,481084,Marcos Andre,224387,Enrico Bearzotti
454457,Enrico  Brignola,323147,Enrico Brignola,236522,Enrico Brignola
422552,Enrico  Del Prato,392956,Enrico Del Prato,-1,
278248,Enrique  Fornos Domínguez,291039,Quique Fornos,225200,Enrique Barja Afonso
3874,Enrique  García Martínez,93936,Kike Garcia,192678,Enrique García Martínez
3517,Enrique  Sola Clemente,51532,Kike Sola,185073,Enrique Sola Clemente
275032,Enzo  Crivelli,291110,Enzo Crivelli,221740,Enzo Crivelli
566942,Enzo  Loiodice,581781,Enzo Loiodice,240776,Sonny Laiton
279541,Enzo Alan  Zidane Fernández,106825,Enzo Zidane,211234,Enzo Fernández
86234,Enzo Nicolás  Pérez,56066,Enzo Perez,196432,Enzo Pérez
258141,Erdal  Rakip,230746,Erdal Rakip,215574,Erdal Rakip
14787,Eren  Derdiyok,47543,Eren Derdiyok,179972,Eren Derdiyok
93608,Ergys  Kaçe,173405,Ergys Kace,202149,Ergys Kaçe
210044,Eric   Dier,175722,Eric Dier,202335,Eric Dier
256998,Eric Bertrand   Bailly,286384,Eric Bailly,225508,Eric Bailly
90268,Erick Antonio  Pulgar Farfán,215616,Erick Pulgar,213629,Erick Pulgar
278049,Erick Cathriel  Cabaco Almada,302991,Erick Cabaco,236331,Erick Cabaco
116364,Erick Javier  Davis Grajales,-1,,-1,
471124,Erick Steven  Ferigra Burnham,331501,Erick Ferigra,-1,
18706,Erik  Durm,93922,Erik Durm,207920,Erik Durm
51343,Erik  Johansson,49147,Erik Berg,206022,Erik Johansson
20441,Erik  Lamela,111630,Erik Lamela,170368,Erik Lamela
167118,Erik  Morán Arribas,67542,Erik Moran,201991,Erik Morán Arribas
107,Erik  Pieters,43763,Erik Pieters,178567,Erik Pieters
224971,Erik  Thommy,156779,Erik Thommy,221797,Erik Thommy
489417,Erik Alexander  Expósito Hernández,-1,,237438,Erik Expósito Hernández
33091,Erkan  Zengin,23674,Erkan Zengin,-1,
352328,Ermedin  Demirović,335457,Ermedin Demirovic,238900,Ermedin Demirović
15952,Ermin  Bičakčić,51676,Ermin Bicakcic,201860,Ermin Bičakčić
50318,Ermir  Lenjani,66052,Ermir Lenjani,199283,Ermir Lenjani
29588,Ernest  Seka,283136,Ernest Seka,235552,Ernest Seka
21517,Eros  Schiavon,23366,Eros Schiavon,201409,Eros Schiavon
404227,Ervin  Taha,394330,Ervin Taha,241817,Ervin Taha
38532,Ervin  Zukanović,44059,Ervin Zukanovic,190931,Ervin Zukanović
128,Erwin  Mulder,56631,Erwin Mulder,183567,Erwin Mulder
25521,Erwin  Zelazny,77395,Erwin Zelazny,188597,Erwin Zelazny
120269,Essam Kamal Tawfik  El Hadary,-1,,188033,Essam El Hadary
399673,Esteban  Rolón,399887,Esteban Rolon,231212,Esteban Rolón
3317,Esteban Félix  Granero Molina,44065,Esteban Granero,178085,Esteban Granero Molina
423162,Ethan  Ampadu,392771,Ethan Ampadu,235735,Ethan Ampadu
25798,Etienne  Capoue,63494,Etienne Capoue,178213,Etienne Capoue
50849,Etrit  Berisha,77825,Etrit Berisha,189296,Etrit Berisha
15193,Eugen  Polanski,19548,Eugen Polanski,165174,Eugen Polański
21636,Eugenio  Lamanna,85240,Eugenio Lamanna,190769,Eugenio Lamanna
45579,Everton Luiz  Guimaraes Bilher,75076,Everton Luiz,-1,
105595,Evgen  Khacheridi,69004,Yevgen Khacheridi,-1,
255322,Ewandro Felipe  de Lima Costa,288499,Ewandro Costa,221702,Ewandro Felipe de Lima Costa
20808,Ezequiel  Muñoz,75127,Ezequiel Munoz,186695,Ezequiel Muñoz
284322,Ezequiel  Ponce Martínez,296783,Ezequiel Ponce,220715,Ezequiel Ponce
70112,Ezequiel Marcelo  Garay,35939,Ezequiel Garay,170481,Ezequiel Garay
8464,Fabian  Delph,50362,Fabian Delph,183427,Fabian Delph
49869,Fabian  Frei,52595,Fabian Frei,183346,Fabian Frei
14767,Fabian  Giefer,53408,Fabian Giefer,193222,Fabian Giefer
15804,Fabian  Johnson,31041,Fabian Johnson,177159,Fabian Johnson
15103,Fabian  Lustenberger,42203,Fabian Lustenberger,177019,Fabian Lustenberger
337775,Fabian  Reese,227102,Fabian Reese,231614,Fabian Reese
50102,Fabian Lukas  Schär,135343,Fabian Schar,210047,Fabian Schär
20449,Fabio  Borini,96754,Fabio Borini,186200,Fabio Borini
286219,Fabio  Della Giovanna,291392,Fabio Della Giovanna,234142,Fabio Della Giovanna
415809,Fabio  Depaoli,324282,Fabio Depaoli,235834,Fabio Depaoli
519496,Fabio  González Estupiñan,531062,Fabio Gonzalez,240942,Fabio González Estupiñán
22614,Fabio  Lucioni,160561,Fabio Lucioni,-1,
22732,Fabio  Pisacane,101922,Fabio Pisacane,193267,Fabio Pisacane
20479,Fabio  Quagliarella,22328,Fabio Quagliarella,159261,Fabio Quagliarella
22686,Fabio Giovanni  Ceravolo,35743,Fabio Ceravolo,173162,Fabio Ceravolo
346195,Fabián  Ruiz Peña,350219,Fabian Ruiz,226271,Fabián Ruíz Peña
3843,Fabián Ariel  Orellana Valenzuela,60890,Fabian Orellana,192492,Fabián Orellana
392383,Fabrizio  Brignani,355791,Fabrizio Brignani,240652,Fabrizio Brignani
21607,Fabrizio  Cacciatore,85605,Fabrizio Cacciatore,188334,Fabrizio Cacciatore
434142,Fabrizio  Caligara,386574,Fabrizio Caligara,-1,
116345,Facundo Julián  Píriz González,148607,Facundo Piriz,213325,Facundo Píriz
86183,Facundo Sebastián  Roncaglia,61546,Facundo Roncaglia,183966,Facundo Roncaglia
122623,Fahad Mosaed  Al Muwallad Al Harbi,193153,Fahad Al Muwallad,208977,Fahad Al Muwallad
209354,Fakhreddine  Ben Youssef,218058,Fakhreddine Ben Youssef,-1,
14990,Fallou  Diagne,82389,Fallou Diagne,194196,Fallou Diagne
25849,Faouzi  Ghoulam,126656,Faouzi Ghoulam,201454,Faouzi Ghoulam
209014,Farid  Boulaya,202318,Farid Boulaya,210438,Farid Boulaya
90999,Farid Alfonso  Díaz Rhenals,-1,,-1,
120784,Farouk  Ben Mustapha,-1,,218216,Farouk Ben Mustapha
245807,Farès  Bahlouli,190333,Fares Bahlouli,214907,Farès Bahlouli
101652,Faustino Marcos Alberto  Rojo,93176,Marcos Rojo,-1,
25888,Fayçal  Fajr,174344,Faycal Fajr,205083,Fayçal Fajr
246061,Federico  Bernardeschi,197300,Federico Bernardeschi,212404,Federico Bernardeschi
239298,Federico  Bonazzoli,241527,Federico Bonazzoli,223137,Federico Bonazzoli
456492,Federico  Brancolini,451154,Federico Brancolini,-1,
21528,Federico  Ceccherini,163639,Federico Ceccherini,210964,Federico Ceccherini
447804,Federico  Chiesa,341092,Federico Chiesa,235805,Federico Chiesa
259292,Federico  Di Francesco,38607,Federico Di Francesco,213814,Federico Di Francesco
21164,Federico  Fernández,85475,Federico Fernandez,201988,Federico Fernández
20541,Federico  Marchetti,22318,Federico Marchetti,139668,Federico Marchetti
146590,Federico  Mattiello,200194,Federico Mattiello,220466,Federico Mattiello
145344,Federico  Melchiorri,46060,Federico Melchiorri,220671,Federico Melchiorri
224484,Federico  Palacios Martinez,146096,Federico Palacios,223095,Federico Palacios Martínez
20842,Federico  Peluso,21763,Federico Peluso,178418,Federico Peluso
471286,Federico  Ravaglia,390304,Federico Ravaglia,240657,Federico Ravaglia
278007,Federico  Ricca Rostagnol,285322,Federico Ricca,232437,Federico Ricca
250956,Federico  Ricci,198086,Federico Ricci,220513,Federico Ricci
20448,Federico  Viviani,165900,Federico Viviani,202828,Federico Viviani
3463,Federico Julián  Fazio,45314,Federico Fazio,179847,Federico Fazio
230897,Federico Nicolás  Cartabia,242548,Fede Cartabia,216796,Federico Cartabia
364005,Federico Santiago  Valverde Dipetta,369081,Federico Valverde,239053,Federico Valverde
101647,Fedor  Kudryashov,48634,Fedor Kudryashov,181795,Fedor Kudryashov
40806,Felipe   Anderson Pereira Gomes,159372,Felipe Anderson,201995,Felipe Anderson Pereira Gomes
20928,Felipe  Dias da Silva dal Belo,17127,Felipe,768,Felipe Dal Bello
38082,Felipe  Trevizan Martins,68815,Felipe,188234,Felipe Trevizan Martins
112679,Felipe Abdiel  Baloy Ramírez,-1,,-1,
149848,Felipe Nicolás  Avenatti Dovillabichus,216375,Felipe Avenatti,219988,Felipe Nicolás Avenatti
101635,Felipe Salvador  Caicedo Corozo,37834,Felipe Caicedo,175254,Felipe Caicedo
286915,Felix  Eboa Eboa,-1,,-1,
391442,Felix  Götze,-1,,236467,Felix Götze
15456,Felix  Klaus,89591,Felix Klaus,202088,Felix Klaus
356906,Felix  Passlack,274461,Felix Passlack,228080,Felix Passlack
21091,Ferdinando  Coppola,5986,Ferdinando Coppola,7674,Ferdinando Coppola
448299,Ferdinando  Del Sole,355479,Ferdinando Del Sole,226098,Ferdinando Del Sole
120853,Ferjani  Sassi,191903,Ferjani Sassi,205257,Naïm Sliti
276979,Ferland  Mendy,291417,Ferland Mendy,228618,Ferland Mendy
3424,Fernando  Llorente Torres,35564,Fernando Llorente,162131,Fernando Javier Llorente Torres
70981,Fernando  Marçal de Oliveira,-1,,207707,Fernando Marçal de Oliveira
3465,Fernando  Navarro i Corbacho,7593,Fernando Navarro,53014,Fernando Navarro Corbacho
3299,Fernando  Pacheco Flores,172015,Fernando Pacheco,209960,Fernando Pacheco Flores
7908,Fernando José  Torres Sanz,7767,Fernando Torres,49369,Fernando José Torres Sanz
105339,Fernando Luiz  Rosa,26267,Fernandinho,135507,Fernando Luiz Rosa
397303,Ferrán  Torres García,398184,Ferran Torres,241461,Ferrán Torres García
273683,Fidel  Escobar Mendieta,-1,,240196,Fidel Escobar
291591,Fikayo  Tomori,303254,Fikayo Tomori,232756,Fikayo Tomori
231713,Filip  Bradarić,238486,Filip Bradaric,239832,Filip Jazvić
50805,Filip  Helander,198067,Filip Helander,207555,Filip Helander
127796,Filip  Kostić,161011,Filip Kostic,208574,Filip Kostić
382289,Filip  Kusič,217285,Filip Kusic,241935,Filip Kusic
363560,Filip  Manojlović,333323,Filip Manojlovic,240043,Filip Manojlović
99634,Filip  Starzyński,199301,Filip Starzynski,208631,Filip Starzyński
406132,Filip  Vaško,412629,Filip Vasko,239748,Filip Blažek
174,Filip  Đuričić,94307,Filip Djuricic,193881,Filip Đuričić
3434,Filipe Luis  Kasmirski,21725,Filipe Luis,164169,Filipe Luís Kasmirski
134420,Filippo  Costa,197743,Filippo Costa,220488,Filippo Costa
351009,Filippo  Melegoni,315862,Filippo Melegoni,237382,Filippo Melegoni
283832,Filippo  Romagna,256678,Filippo Romagna,226108,Filippo Romagna
16027,Fin  Bartels,36207,Fin Bartels,183332,Fin Bartels
356872,Finn  Dahmen,251299,Finn Dahmen,229472,Finn Porath
264989,Firmin Ndombe  Mubele,265504,Firmin Mubele,218970,Firmin Ndombe Mubele
209209,Flavien  Tait,202278,Flavien Tait,213388,Flavien Tait
499834,Flippo  Pavoni,394348,Filippo Pavoni,240656,Filippo Pavoni
25704,Florent  Balmont,5348,Florent Balmont,52126,Florent Balmont
282550,Florent  Hadergjonaj,238809,Florent Hadergjonaj,220620,Florent Hadergjonaj
30437,Florent  Mollet,222859,Florent Mollet,209288,Florent Mollet
26085,Florentin  Pogba,140497,Florentin Pogba,198688,Florentin Pogba
425921,Florian  Baak,296345,Florian Baak,236661,Florian Baak
228936,Florian  Escales,222636,Florian Escales,232410,Florian Escales
135561,Florian  Grillitsch,195736,Florian Grillitsch,228336,Florian Grillitsch
18581,Florian  Hübner,85822,Florian Hubner,203590,Florian Hübner
65055,Florian  Kainz,106270,Florian Kainz,195038,Florian Kainz
269490,Florian  Kath,218011,Florian Kath,216508,Florian Kath
64972,Florian  Klein,20276,Florian Klein,161857,Florian Klein
328021,Florian  Le Joncour,352332,Florian Le Joncour,229200,Florian Le Joncour
3523,Florian  Lejeune,127108,Florian Lejeune,197948,Florian Lejeune
391551,Florian  Mayer,331634,Florian Mayer,234833,Florian Müller
337647,Florian  Müller,284769,Florian Muller,234833,Florian Müller
15503,Florian  Niederlechner,152963,Florian Niederlechner,211899,Florian Niederlechner
25770,Florian  Thauvin,184892,Florian Thauvin,204970,Florian Thauvin
6165,Florin  Andone,177065,Florin Andone,225018,Florin Andone
286917,Fodé   Ballo Touré,296422,Fode Ballo Toure,236723,Fodé Ballo Touré
29748,Fouad  Chafik,216499,Fouad Chafik,210434,Fouad Chafik
277002,Fousseni  Diabaté,364861,Fousseni Diabate,236944,Fousseni Diabaté
3350,Francesc  Fàbregas i Soler,8806,Cesc Fabregas,162895,Francesc Fàbregas i Soler
390613,Francesc  Regis Crespí,-1,,-1,
6210,Francesc Aday  Benítez Caraballo,132921,Aday Benitez,198843,Francisco Aday Benítez Caraballo
20635,Francesco  Acerbi,131075,Francesco Acerbi,199845,Francesco Acerbi
302798,Francesco  Cassata,301236,Francesco Cassata,235942,Francesco Cassata
544095,Francesco  Latella,424759,Francesco Latella,-1,
22162,Francesco  Magnanelli,7093,Francesco Magnanelli,149185,Francesco Magnanelli
22559,Francesco  Migliore,60567,Francesco Migliore,183924,Francesco Migliore
22053,Francesco  Rossi,126634,Francesco Rossi,194894,Francesco Rossi
263432,Francesco  Vicari,240158,Francesco Vicari,215433,Francesco Vicari
24024,Francesco  Zampano,216872,Francesco Zampano,219655,Francesco Zampano
7864,Francis  Coquelin,74869,Francis Coquelin,189271,Francis Coquelin
285491,Francis Odinaka  Uzoho,295360,Francis Uzoho,239120,Francis Uzoho
3291,Francisco  Alcácer García,126716,Paco Alcacer,200454,Francisco Alcácer García
548764,Francisco  Barbosa Vieites,551182,Fran Vieites,-1,
3785,Francisco  Casilla Cortés,27486,Kiko Casilla,177644,Francisco Casilla Cortés
3351,Francisco  Femenía Far,76467,Kiko Femenia,189860,Francisco Femenía Far
461173,Francisco  Feuillassier Ábalo,-1,,241467,Francisco Feuillassier
3572,Francisco  Portillo Soler,138803,Francisco Portillo,193844,Francisco Portillo Soler
263092,Francisco Borja  Lasso de la Vega Gayán,268949,Borja Lasso,234033,Borja Lasso De La Vega
25816,Francisco Guillermo  Ochoa Magaña,29559,Guillermo Ochoa,140233,Guillermo Ochoa
70120,Francisco Javier   García Fernández,-1,,161754,Fran. Javier García Fernández
125512,Francisco Javier  Calvo Quesada,188470,Francisco Calvo,213064,Francisco Calvo
372753,Francisco Javier  Guerrero Martín,370691,Francis Guerrero,240898,Francisco Guerrero Martín
3856,Francisco José  Molinero Calderón,27487,Francisco Molinero,166664,Francisco José Molinero Calderón
3563,Francisco Román  Alarcón Suárez,-1,,197781,Francisco Román Alarcón Suárez
25805,Franck  Tabanou,66413,Franck Tabanou,188696,Franck Tabanou
507587,Franck Alain  Djoulou Zohoki,460602,Franck Djoulou,-1,
14726,Franck Bilal  Ribéry,22068,Franck Ribery,156616,Franck Ribéry
285109,Franck Yannick  Kessié,294808,Franck Kessie,230938,Franck Yannick Kessié
90991,Franco  Armani,-1,,214584,Franco Armani
3736,Franco  Zuculini,73083,Franco Zuculini,190575,Franco Zuculini
20823,Franco Damián  Vázquez,76163,Franco Vazquez,207471,Franco Vázquez
8628,Franco Matías  Di Santo,59783,Franco Di Santo,186405,Franco Di Santo
471947,Frank  Evina,336331,Franck Evina,-1,
422086,Frank  Tsadjout,392545,Frank Tsadjout,-1,
25937,François  Bellugou,75282,Francois Bellugou,181559,François Bellugou
334552,François  Kamano,-1,,224218,François Kamano
61941,Fraser  Forster,52570,Fraser Forster,172203,Fraser Forster
13745,Freddie  Ladapo,233998,Freddie Ladapo,208989,Freddie Ladapo
240270,Freddie  Woodman,226049,Freddie Woodman,222514,Freddie Woodman
40335,Frederico  Rodrigues Santos,-1,,209297,Frederico R. de Paula Santos
20680,Frederik  Hillesborg Sørensen,91716,Frederik Sorensen,201342,Frederik Sørensen
56454,Frederik  Rønnow,107775,Frederik Ronnow,201269,Frederik Rønnow
240906,Frederik August  Albrecht Schram,279338,Frederik Schram,-1,
54762,Fredrik  Ulvestad,-1,,194149,Fredrik Ulvestad
28908,Frédéric  Guilbert,354352,Frederic Guilbert,227222,Frédéric Guilbert
25835,Frédéric  Sammaritano,80173,Frederic Sammaritano,187988,Frédéric Sammaritano
134954,Frédéric  Veseli,111433,Frederic Veseli,203780,Frédéric Veseli
101707,Fyodor  Smolov,50355,Fedor Smolov,187491,Fedor Smolov
207143,Fábio Henrique  Tavares,-1,,209499,Fábio Henrique Tavares
40707,Fágner  Conserva Lemos,-1,,-1,
26268,Férébory  Doré,-1,,198229,Férébory Doré
43051,Gabriel  Appelt Pires,167291,Gabriel Pires,208141,Gabriel Appelt Pires
263948,Gabriel  Barbosa Almeida,244275,Gabriel Barbosa,212823,Gabriel Barbosa Almeida
485450,Gabriel  Barbosa Avelino,534024,Gabriel Barbosa,241053,Gabriel Barbosa Avelino
255320,Gabriel  Boschilia,288496,Gabriel Boschilia,221701,Gabriel Boschilia
3441,Gabriel  Fernández Arenas,24305,Giuseppe De Feudis,146954,Gabriel Fernández Arenas
344122,Gabriel  Salazar Rojo,282431,Gabri Salazar,-1,
40820,Gabriel  Vasconcelos Ferreira,79242,Gabriel,201931,Gabrìel Vasconcellos F.
415917,Gabriel  dos Santos Magalhães,435338,Gabriel Magalhaes,232580,Gabriel dos S. Magalhães
20490,Gabriel Alejandro  Paletta,30767,Gabriel Paletta,165526,Gabriel Paletta
20596,Gabriel Andrei  Torje,47184,Gabriel Torje,201326,Gabriel Torje
41363,Gabriel Armando  de Abreu,149498,Gabriel Paulista,201305,Gabriel Armando de Abreu
116997,Gabriel Arturo  Torres Tejada,-1,,174754,Gabriel Torres
59083,Gabriel Enrique  Gómez Girón,-1,,174732,Gabriel Gómez
340386,Gabriel Fernando  de Jesus,363205,Gabriel Jesus,230666,Gabriel Fernando de Jesus
86220,Gabriel Iván  Mercado,45319,Gabriel Mercado,183892,Gabriel Mercado
29642,Gabriel Martín  Peñalba,30929,Gabriel Penalba,172100,Gabriel Peñalba
21550,Gabriel Moisés  Antunes da Silva,114340,Gabriel Silva,197688,Gabriel Moisés Antunes da Silva
22677,Gabriele  Angella,86793,Gabriele Angella,189288,Gabriele Angella
405607,Gabriele  Gori,315859,Gabriele Gori,240778,Gabriele Gori
343915,Gabriele  Marchegiani,250937,Gabriele Marchegiani,235332,Gabriele Marchegiani
24838,Gaetano  Letizia,160560,Gaetano Letizia,216072,Gaetano Letizia
94828,Gaku  Shibasaki,291669,Emre Donmez,232883,Gaku Shibasaki
8314,Gareth  Barry,3291,Gareth Barry,6826,Gareth Barry
8362,Gareth  McAuley,40567,Gareth Mcauley,109852,Gareth McAuley
8278,Gareth Frank  Bale,39381,Gareth Bale,173731,Gareth Bale
7887,Gary   Cahill,27511,Gary Cahill,164468,Gary Cahill
116259,Gastón Alexis  Silva Perdomo,189452,Gaston Silva,220702,Gastón Silva
20689,Gastón Exequiel  Ramírez Pereyra,123742,Gaston Ramirez,201508,Gastón Ramírez
352898,Gauthier  Banaziak,562060,Gauthier Banaziak,234511,Gauthier Banaziak
330395,Gauthier  Hein,344892,Gauthier Hein,234239,Gauthier Hein
231166,Gautier  Lloris,249636,Gautier Lloris,222286,Gautier Lloris
26384,Gaël  Kakuta,74297,Gael Kakuta,186197,Gaël Kakuta
27955,Gaëtan   Laborde,181378,Gaetan Laborde,209519,Gaëtan Laborde
26495,Gaëtan  Bong Songo,36291,Gaetan Bong,177766,Gaëtan Bong
27393,Gaëtan  Bussmann,127177,Gaetan Bussmann,201025,Gaëtan Bussmann
404214,Gaëtan  Poussin,344591,Gaetan Poussin,240751,Gaëtan Poussin
227059,Gelson Dany  Batalha Martins,257448,Gelson Martins,227055,Gelson Dany Batalha Martins
94814,Gen  Shōji,164277,Gen Shoji,232869,Gen Shoji
94650,Genki  Haraguchi,79377,Genki Haraguchi,217648,Genki Haraguchi
58978,Geoff  Cameron,31642,Geoff Cameron,186672,Geoff Cameron
25623,Geoffrey  Kondogbia,127189,Geoffrey Kondogbia,201455,Geoffrey Kondogbia
132972,George  Gope-Fenepej,177781,Georges Gope Fenepej,209979,Georges Gope-Fenepej
282266,George  Thomas,298240,George Thomas,220894,George Thomas
137161,George Alexandru  Puşcaş,208690,George Puscas,225652,George Puşcaş
13492,George Christopher  Williams,136368,George Williams,208813,George Williams
25503,Georges Constant  Mandjeck,52112,Georges Mandjeck,183382,Georges Mandjeck
270828,Georges-Kevin  N'Koudou Mbida,215679,Georges Kevin Nkoudou,219732,Georges-Kévin Nkoudou
101585,Georgi  Shchennikov,70097,Georgiy Shchennikov,192087,Georgiy Schennikov
116,Georginio  Wijnaldum,49499,Georginio Wijnaldum,181291,Georginio Wijnaldum
3348,Gerard  Deulofeu Lázaro,129476,Gerard Deulofeu,202477,Gerard Deulofeu Lázaro
263091,Gerard  Gumbau Garriga,268670,Gerard Gumbau,214944,Gerard Gumbau Garriga
5400,Gerard  Moreno Balaguero,177467,Gerard Moreno,208093,Gerard Moreno Balagueró
3341,Gerard  Piqué Bernabéu,18944,Gerard Pique,152729,Gerard Piqué Bernabeu
275497,Gerard  Valentín Sancho,278651,Gerard Valentin,229654,Gerard Valentín Sancho
507578,Gergely  Hutvágner,463775,Gergely Hutvagner,-1,
75292,Gergő  Lovrencsics,-1,,210129,Gergő Lovrencsics
86328,Germán Alejandro  Pezzella,113133,German Pezzella,193601,Germán Pezzella
224896,Gerrit  Holtmann,190289,Gerrit Holtmann,228614,Gerrit Holtmann
340019,Gerson  Santos da Silva,341705,Gerson,229927,Gerson Santos da Silva
372547,Gerzino  Nyamsi,378953,Gerzino Nyamsi,239575,Gerzino Nyamsi
86212,Gerónimo  Rulli,229604,Geronimo Rulli,215316,Gerónimo Rulli
86486,Gerónimo Gastón  Poblete,216714,Geronimo Poblete,221250,Gerónimo Poblete
354043,Ghilane  Chaalali,346776,Ghaylen Chaaleli,-1,
503517,Giacomo  Boccafoglia,448554,Giacomo Boccafoglia,235864,Giacomo Caccin
20845,Giacomo  Bonaventura,57280,Giacomo Bonaventura,189125,Giacomo Bonaventura
530879,Giacomo  Figliuzzi,392681,Giacomo Figliuzzi,-1,
24725,Giacomo  Poluzzi,327326,Giacomo Poluzzi,237615,Giacomo Poluzzi
20536,Giampaolo  Pazzini,19447,Giampaolo Pazzini,137361,Giampaolo Pazzini
425923,Gian-Luca  Itter,296378,Luca Itter,237024,Gian-Luca Itter
258254,Gian-Luca  Waldschmidt,196095,Luca Waldschmidt,220085,Gian-Luca Waldschmidt
125286,Giancarlo  González Castro,111893,Giancarlo Gonzalez,208379,Giancarlo González
286225,Gianfilippo  Felicioli,290733,Gian Filippo Felicioli,228651,Gian Filippo Felicioli
21376,Gianluca  Caprari,146752,Gianluca Caprari,202848,Gianluca Caprari
21578,Gianluca  Di Chiara,171209,Branimir Hrgota,216799,Gianluca Di Chiara
489124,Gianluca  Frabotta,386755,Gianluca Frabotta,226710,Gianluca Scamacca
272280,Gianluca  Gaudino,195051,Gianluca Gaudino,224925,Gianluca Gaudino
115933,Gianluca  Lapadula,130394,Gianluca Lapadula,211302,Gianluca Lapadula
346913,Gianluca  Mancini,256448,Gianluca Mancini,229582,Gianluca Mancini
20771,Gianluca  Pegolo,21872,Gianluca Pegolo,106795,Gianluca Pegolo
